,FARE
2134,39.79
2135,33.29
2136,54.5
2137,71.57
2138,354.4
2139,458.33
2140,30.69
2141,42.95
2142,32.58
2143,41.05
2144,39.7
2145,773.3
2146,630.96
2147,58.33
2148,77.37
2149,602.8
2150,52.37
2151,37.56
2152,29.55
2153,37.5
2154,98.33
2155,53.68
2156,33.29
2157,30.0
2158,44.61
2159,36.83
2160,793.33
2161,27.24
2162,251.36
2163,707.16
2164,51.5
2165,573.0
2166,402.05
2167,37.5
2168,41.44
2169,502.87
2170,114.29
2171,51.5
2172,28.67
2173,323.82
2174,49.54
2175,77.37
2176,887.5
2177,484.93
2178,29.05
2179,49.33
2180,320.47
2181,36.51
2182,207.0
2183,42.15
2184,35.2
2185,144.0
2186,46.42
2187,34.4
2188,31.33
2189,67.19
2190,468.0
2191,476.78
2192,142.8
2193,256.96
2194,66.25
2195,327.36
2196,45.57
2197,502.87
2198,52.22
2199,71.67
2200,398.0
2201,59.25
2202,81.67
2203,33.29
2204,54.74
2205,73.15
2206,55.83
2207,363.88
2208,547.2
2209,514.3
2210,32.83
2211,32.55
2212,52.0
2213,24.25
2214,44.17
2215,343.2
2216,98.33
2217,76.32
2218,58.75
2219,58.89
2220,476.43
2221,37.5
2222,23.94
2223,23.24
2224,37.36
2225,627.73
2226,116.0
2227,95.0
2228,459.5
2229,47.09
2230,22.82
2231,51.11
2232,38.74
2233,79.73
2234,24.02
2235,247.5
2236,520.0
2237,685.67
2238,193.44
2239,322.15
2240,77.37
2241,217.15
2242,40.03
2243,40.14
2244,281.6
2245,26.31
2246,602.25
2247,49.0
2248,198.1
2249,585.0
2250,715.0
2251,75.95
2252,24.69
2253,171.6
2254,38.33
2255,342.0
2256,89.16
2257,73.33
2258,50.17
2259,77.37
2260,259.2
2261,100.0
2262,449.0
2263,34.65
2264,48.85
2265,291.13
2266,1021.45
2267,73.44
2268,353.33
2269,44.51
2270,571.1
2271,44.2
2272,437.25
2273,608.85
2274,20.0
2275,25.0
2276,467.07
2277,35.7
2278,533.51
2279,51.93
2280,63.7
2281,462.0
2282,360.01
2283,80.0
2284,277.2
2285,39.7
2286,400.18
2287,36.55
2288,36.8
2289,140.0
2290,32.8
2291,66.66
2292,1073.83
2293,38.79
2294,22.95
2295,46.42
2296,78.42
2297,682.4
2298,522.5
2299,600.01
2300,39.56
2301,435.42
2302,240.0
2303,335.33
2304,31.16
2305,40.31
2306,771.44
2307,732.0
2308,35.22
2309,43.35
2310,50.67
2311,1159.0
2312,24.02
2313,106.86
2314,51.58
2315,62.74
2316,39.18
2317,102.4
2318,69.44
2319,45.0
2320,964.0
2321,26.8
2322,685.73
2323,92.94
2324,582.87
2325,59.25
2326,55.11
2327,921.92
2328,311.96
2329,35.22
2330,1021.45
2331,26.33
2332,31.8
2333,588.5
2334,26.8
2335,83.13
2336,73.33
2337,334.29
2338,661.65
2339,41.05
2340,28.17
2341,61.56
2342,23.8
2343,931.33
2344,230.4
2345,382.4
2346,48.49
2347,51.05
2348,279.31
2349,375.83
2350,54.63
2351,380.58
2352,698.13
2353,952.6
2354,38.79
2355,79.73
2356,79.48
2357,39.1
2358,53.68
2359,977.9
2360,288.0
2361,23.78
2362,37.3
2363,439.5
2364,96.67
2365,34.9
2366,65.28
2367,31.43
2368,948.0
2369,43.7
2370,67.19
2371,23.0
2372,31.67
2373,650.1
2374,75.95
2375,88.33
2376,333.33
2377,152.38
2378,53.5
2379,380.96
2380,33.79
2381,86.67
2382,24.69
2383,41.78
2384,683.1
2385,251.43
2386,43.73
2387,1137.0
2388,45.57
2389,574.37
2390,984.5
2391,40.0
2392,66.85
2393,44.67
2394,78.42
2395,226.67
2396,664.4
2397,41.67
2398,44.61
2399,51.11
2400,297.0
2401,23.94
2402,324.0
2403,993.3
2404,72.0
2405,76.32
2406,614.44
2407,310.79
2408,880.0
2409,92.67
2410,102.4
2411,70.0
2412,308.58
2413,77.37
2414,60.0
2415,246.0
2416,32.58
2417,69.06
2418,12.8
2419,38.74
2420,43.89
2421,41.44
2422,37.56
2423,192.0
2424,120.4
2425,377.3
2426,420.0
2427,26.4
2428,96.71
2429,455.33
2430,193.16
2431,43.7
2432,44.97
2433,40.14
2434,553.71
2435,45.0
2436,715.0
2437,372.0
2438,39.44
2439,33.07
2440,35.56
2441,252.45
2442,523.78
2443,360.65
2444,360.65
2445,35.58
2446,437.5
2447,1017.0
2448,479.6
2449,66.25
2450,42.15
2451,913.0
2452,48.42
2453,35.0
2454,27.2
2455,869.73
2456,127.68
2457,14.45
2458,1019.04
2459,28.67
2460,360.8
2461,69.82
2462,612.33
2463,63.33
2464,56.21
2465,91.67
2466,67.19
2467,451.2
2468,689.6
2469,57.26
2470,858.0
2471,50.0
2472,390.0
2473,96.11
2474,54.26
2475,339.44
2476,27.24
2477,44.67
2478,1073.83
2479,456.5
2480,37.77
2481,167.62
2482,106.67
2483,562.02
2484,32.49
2485,274.5
2486,39.75
2487,73.14
2488,39.7
2489,26.4
2490,75.0
2491,52.22
2492,40.84
2493,10.4
2494,285.18
2495,45.0
2496,38.4
2497,27.38
2498,440.0
2499,243.83
2500,56.0
2501,61.78
2502,252.0
2503,554.0
2504,51.05
2505,58.8
2506,723.25
2507,65.29
2508,30.69
2509,27.55
2510,558.62
2511,207.5
2512,76.89
2513,46.42
2514,601.08
2515,266.67
2516,17.85
2517,35.85
2518,37.85
2519,518.67
2520,45.4
2521,547.65
2522,101.78
2523,149.33
2524,822.07
2525,417.78
2526,298.4
2527,708.0
2528,33.72
2529,53.33
2530,411.4
2531,36.5
2532,47.04
2533,651.2
2534,36.5
2535,861.67
2536,20.0
2537,808.5
2538,273.6
2539,500.67
2540,439.26
2541,675.73
2542,590.7
2543,368.5
2544,44.0
2545,21.33
2546,600.27
2547,92.94
2548,984.78
2549,45.4
2550,30.67
2551,284.15
2552,75.0
2553,98.0
2554,58.8
2555,229.5
2556,78.33
2557,34.67
2558,23.94
2559,50.96
2560,52.81
2561,90.44
2562,42.94
2563,30.69
2564,29.82
2565,31.03
2566,797.5
2567,285.33
2568,184.58
2569,384.6
2570,32.0
2571,982.96
2572,41.33
2573,885.83
2574,274.42
2575,38.67
2576,42.5
2577,182.86
2578,24.25
2579,603.33
2580,544.68
2581,31.4
2582,101.78
2583,43.0
2584,38.03
2585,64.38
2586,73.33
2587,53.13
2588,370.4
2589,60.85
2590,463.0
2591,470.45
2592,49.91
2593,8.0
2594,36.8
2595,32.17
2596,68.4
2597,1051.42
2598,29.21
2599,444.0
2600,228.58
2601,48.0
2602,350.37
2603,546.72
2604,36.94
2605,779.9
2606,91.67
2607,90.44
2608,172.55
2609,37.97
2610,279.0
2611,539.04
2612,72.22
2613,23.24
2614,681.6
2615,611.42
2616,46.95
2617,289.53
2618,24.69
2619,73.61
2620,52.38
2621,277.72
2622,303.16
2623,60.21
2624,30.63
2625,39.18
2626,497.61
2627,58.0
2628,588.0
2629,482.46
2630,47.2
2631,136.0
2632,51.05
2633,37.54
2634,39.95
2635,39.0
2636,96.71
2637,66.67
2638,642.87
2639,517.0
2640,60.0
2641,53.12
2642,12.0
2643,55.4
2644,94.22
2645,59.37
2646,274.56
2647,441.1
2648,30.0
2649,73.15
2650,37.36
2651,855.36
2652,63.89
2653,37.5
2654,617.1
2655,57.41
2656,48.44
2657,315.0
2658,53.5
2659,298.5
2660,748.33
2661,340.56
2662,44.51
2663,266.67
2664,266.67
2665,67.02
2666,18.7
2667,47.54
2668,76.32
2669,35.39
2670,49.54
2671,79.48
2672,814.3
2673,37.56
2674,325.42
2675,651.33
2676,36.81
2677,49.02
2678,406.0
2679,490.3
2680,427.8
2681,26.8
2682,165.15
2683,57.41
2684,360.8
2685,11.2
2686,485.83
2687,277.72
2688,447.74
2689,69.33
2690,885.6
2691,35.11
2692,493.9
2693,31.35
2694,397.33
2695,43.55
2696,861.67
2697,42.5
2698,244.8
2699,45.9
2700,486.8
2701,31.33
2702,42.59
2703,65.0
2704,888.25
2705,28.67
2706,509.52
2707,88.33
2708,74.45
2709,593.08
2710,468.0
2711,427.68
2712,41.67
2713,69.33
2714,500.22
2715,33.33
2716,33.39
2717,69.44
2718,73.61
2719,28.46
2720,50.87
2721,343.2
2722,25.26
2723,38.79
2724,31.16
2725,52.0
2726,88.33
2727,38.33
2728,42.15
2729,21.79
2730,82.67
2731,449.6
2732,161.75
2733,41.6
2734,544.8
2735,95.0
2736,453.29
2737,74.21
2738,73.87
2739,423.0
2740,32.0
2741,233.75
2742,752.0
2743,39.46
2744,551.82
2745,16.8
2746,23.15
2747,24.93
2748,443.33
2749,270.6
2750,65.28
2751,73.87
2752,47.69
2753,814.3
2754,38.63
2755,52.22
2756,90.44
2757,53.33
2758,74.45
2759,788.33
2760,709.6
2761,71.33
2762,43.31
2763,70.83
2764,40.35
2765,1077.08
2766,258.62
2767,41.67
2768,109.72
2769,51.11
2770,644.3
2771,178.12
2772,36.32
2773,331.93
2774,16.72
2775,33.73
2776,29.0
2777,312.18
2778,41.54
2779,46.67
2780,75.86
2781,542.3
2782,74.07
2783,47.95
2784,28.47
2785,67.02
2786,23.15
2787,31.67
2788,160.0
2789,21.05
2790,32.35
2791,726.0
2792,621.44
2793,41.54
2794,30.95
2795,48.97
2796,71.33
2797,89.16
2798,24.0
2799,37.07
2800,165.6
2801,16.0
2802,19.2
2803,53.13
2804,982.08
2805,237.6
2806,682.0
2807,35.55
2808,68.42
2809,428.16
2810,48.97
2811,847.5
2812,315.69
2813,123.42
2814,677.6
2815,26.48
2816,43.7
2817,66.85
2818,877.0
2819,72.0
2820,192.0
2821,324.0
2822,58.33
2823,478.53
2824,170.67
2825,77.37
2826,32.7
2827,572.0
2828,160.0
2829,35.55
2830,33.6
2831,139.7
2832,32.8
2833,298.29
2834,82.89
2835,553.15
2836,307.02
2837,363.0
2838,55.0
2839,31.87
2840,36.12
2841,75.26
2842,62.13
2843,51.93
2844,40.31
2845,47.84
2846,67.19
2847,36.24
2848,411.6
2849,285.72
2850,1109.9
2851,580.8
2852,240.0
2853,38.0
2854,56.66
2855,41.6
2856,39.18
2857,318.0
2858,91.05
2859,44.44
2860,40.83
2861,499.84
2862,685.3
2863,45.52
2864,628.32
2865,514.44
2866,53.0
2867,68.42
2868,454.61
2869,495.0
2870,388.3
2871,28.0
2872,861.67
2873,416.5
2874,54.56
2875,37.31
2876,30.02
2877,72.0
2878,520.94
2879,573.1
2880,814.3
2881,550.7
2882,43.2
2883,693.33
2884,498.0
2885,46.67
2886,320.65
2887,81.0
2888,33.6
2889,34.67
2890,423.5
2891,31.68
2892,53.13
2893,49.3
2894,876.33
2895,66.67
2896,30.45
2897,37.77
2898,138.5
2899,27.72
2900,96.67
2901,31.33
2902,442.75
2903,33.74
2904,383.16
2905,279.0
2906,572.0
2907,78.67
2908,36.83
2909,204.0
2910,10.2
2911,557.76
2912,43.65
2913,88.55
2914,60.27
2915,180.0
2916,71.57
2917,360.0
2918,33.29
2919,339.0
2920,36.83
2921,243.0
2922,60.55
2923,35.11
2924,48.42
2925,39.46
2926,401.72
2927,35.12
2928,1120.0
2929,30.4
2930,431.2
2931,31.87
2932,834.0
2933,664.3
2934,660.0
2935,396.1
2936,37.5
2937,24.53
2938,485.1
2939,63.7
2940,746.67
2941,332.0
2942,33.31
2943,18.4
2944,52.7
2945,39.17
2946,77.37
2947,46.67
2948,525.0
2949,85.39
2950,1016.58
2951,697.5
2952,53.5
2953,165.6
2954,44.61
2955,83.33
2956,37.14
2957,61.2
2958,55.0
2959,349.33
2960,79.48
2961,91.05
2962,45.52
2963,540.0
2964,92.4
2965,621.59
2966,767.8
2967,73.15
2968,297.0
2969,181.33
2970,60.85
2971,1140.7
2972,26.04
2973,96.67
2974,79.91
2975,92.33
2976,22.37
2977,65.48
2978,19.2
2979,27.09
2980,54.72
2981,58.98
2982,43.86
2983,26.22
2984,880.02
2985,31.67
2986,40.84
2987,17.0
2988,27.0
2989,53.68
2990,71.05
2991,41.0
2992,135.08
2993,284.0
2994,38.27
2995,582.45
2996,75.95
2997,33.33
2998,26.24
2999,474.81
3000,40.08
3001,47.4
3002,23.24
3003,35.85
3004,420.64
3005,20.0
3006,583.33
3007,41.67
3008,128.0
3009,54.74
3010,557.15
3011,34.09
3012,614.44
3013,32.25
3014,49.54
3015,34.0
3016,415.25
3017,440.3
3018,73.61
3019,308.55
3020,70.84
3021,333.0
3022,27.09
3023,46.22
3024,56.23
3025,522.72
3026,238.33
3027,58.52
3028,77.37
3029,719.58
3030,62.39
3031,38.33
3032,360.8
3033,21.79
3034,330.4
3035,34.09
3036,63.7
3037,614.44
3038,33.29
3039,155.0
3040,72.84
3041,580.89
3042,512.42
3043,277.64
3044,26.31
3045,373.12
3046,318.86
3047,514.3
3048,34.61
3049,35.25
3050,39.67
3051,322.96
3052,437.8
3053,55.83
3054,802.0
3055,401.28
3056,496.1
3057,675.0
3058,51.91
3059,17.33
3060,400.01
3061,514.3
3062,45.47
3063,1003.0
3064,343.33
3065,510.84
3066,514.3
3067,39.0
3068,34.65
3069,36.12
3070,45.6
3071,896.0
3072,816.67
3073,480.0
3074,36.0
3075,60.76
3076,841.5
3077,53.68
3078,77.37
3079,74.07
3080,39.2
3081,81.62
3082,54.5
3083,272.8
3084,306.53
3085,55.55
3086,59.93
3087,399.7
3088,37.36
3089,39.19
3090,260.1
3091,42.0
3092,572.0
3093,96.0
3094,26.87
3095,88.55
3096,46.95
3097,436.05
3098,595.68
3099,37.14
3100,1126.21
3101,77.37
3102,53.33
3103,36.55
3104,48.36
3105,332.75
3106,31.67
3107,392.5
3108,46.7
3109,22.0
3110,40.8
3111,60.55
3112,914.0
3113,1100.02
3114,47.54
3115,38.33
3116,420.82
3117,32.0
3118,27.09
3119,35.73
3120,75.33
3121,327.86
3122,206.55
3123,201.15
3124,139.33
3125,44.8
3126,32.35
3127,29.55
3128,74.35
3129,420.0
3130,190.74
3131,27.72
3132,728.59
3133,539.68
3134,73.16
3135,68.4
3136,76.32
3137,37.5
3138,286.8
3139,81.62
3140,48.05
3141,57.33
3142,40.0
3143,370.29
3144,33.6
3145,31.16
3146,51.05
3147,31.43
3148,517.0
3149,125.72
3150,30.9
3151,750.02
3152,275.0
3153,31.88
3154,11.9
3155,71.87
3156,76.67
3157,37.77
3158,253.88
3159,28.0
3160,320.01
3161,47.84
3162,63.94
3163,494.24
3164,29.95
3165,415.25
3166,298.29
3167,410.83
3168,24.25
3169,360.01
3170,63.7
3171,1107.0
3172,92.94
3173,477.6
3174,35.0
3175,55.0
3176,48.49
3177,173.33
3178,260.3
3179,225.0
3180,390.86
3181,47.84
3182,34.89
3183,378.68
3184,598.2
3185,43.35
3186,53.0
3187,394.29
3188,51.0
3189,65.31
3190,30.08
3191,293.92
3192,334.29
3193,41.05
3194,69.33
3195,37.5
3196,176.0
3197,38.15
3198,44.53
3199,370.56
3200,547.07
3201,46.67
3202,799.33
3203,65.33
3204,484.8
3205,86.67
3206,57.33
3207,69.44
3208,189.34
3209,190.48
3210,50.75
3211,843.33
3212,33.29
3213,1048.0
3214,57.33
3215,42.51
3216,47.84
3217,31.61
3218,88.0
3219,106.67
3220,32.8
3221,30.69
3222,62.5
3223,35.85
3224,792.0
3225,463.1
3226,74.45
3227,58.53
3228,43.7
3229,449.6
3230,45.16
3231,47.54
3232,44.17
3233,30.67
3234,58.89
3235,101.78
3236,261.0
3237,36.32
3238,53.5
3239,48.44
3240,56.67
3241,51.11
3242,352.0
3243,612.87
3244,73.44
3245,733.0
3246,32.3
3247,44.2
3248,35.58
3249,42.5
3250,62.39
3251,24.76
3252,557.43
3253,32.61
3254,31.43
3255,37.64
3256,37.54
3257,67.02
3258,26.19
3259,31.61
3260,38.22
3261,70.29
3262,57.76
3263,262.5
3264,491.33
3265,481.67
3266,525.0
3267,405.0
3268,567.07
3269,43.2
3270,66.66
3271,194.3
3272,376.97
3273,73.87
3274,26.93
3275,593.13
3276,257.15
3277,47.54
3278,35.0
3279,82.89
3280,742.5
3281,57.26
3282,61.78
3283,398.58
3284,74.45
3285,416.4
3286,41.6
3287,691.44
3288,25.77
3289,936.83
3290,40.03
3291,32.0
3292,32.25
3293,22.53
3294,17.0
3295,175.95
3296,839.52
3297,28.47
3298,750.02
3299,457.05
3300,49.98
3301,236.58
3302,55.0
3303,614.44
3304,22.37
3305,401.28
3306,30.0
3307,38.06
3308,71.33
3309,35.22
3310,203.57
3311,812.8
3312,23.0
3313,47.47
3314,66.8
3315,534.16
3316,417.5
3317,253.3
3318,588.19
3319,191.25
3320,65.29
3321,42.15
3322,875.42
3323,367.2
3324,39.46
3325,54.67
3326,603.5
3327,37.46
3328,68.05
3329,544.5
3330,32.0
3331,43.41
3332,316.93
3333,30.95
3334,47.95
3335,72.11
3336,48.49
3337,402.05
3338,34.18
3339,30.24
3340,942.88
3341,29.07
3342,62.5
3343,19.55
3344,400.5
3345,62.27
3346,880.02
3347,567.84
3348,38.33
3349,45.79
3350,942.88
3351,51.23
3352,37.31
3353,408.0
3354,77.37
3355,52.22
3356,36.32
3357,676.0
3358,56.9
3359,584.46
3360,401.37
3361,503.36
3362,439.6
3363,507.33
3364,783.0
3365,1261.7
3366,78.33
3367,497.15
3368,957.5
3369,70.0
3370,38.79
3371,103.33
3372,52.22
3373,40.35
3374,598.4
3375,58.98
3376,40.11
3377,41.26
3378,30.67
3379,342.0
3380,747.78
3381,41.44
3382,32.84
3383,65.48
3384,41.54
3385,30.0
3386,32.83
3387,52.68
3388,32.8
3389,14.0
3390,475.72
3391,38.03
3392,638.88
3393,544.5
3394,70.0
3395,741.58
3396,98.0
3397,48.0
3398,280.0
3399,29.09
3400,55.4
3401,91.05
3402,420.75
3403,149.6
3404,49.02
3405,201.6
3406,46.67
3407,91.43
3408,38.06
3409,363.0
3410,558.25
3411,32.49
3412,526.68
3413,27.72
3414,34.65
3415,60.56
3416,25.59
3417,57.0
3418,42.0
3419,65.31
3420,707.16
3421,328.95
3422,37.07
3423,17.6
3424,38.88
3425,444.4
3426,1018.42
3427,32.09
3428,182.86
3429,55.0
3430,93.33
3431,40.11
3432,31.87
3433,712.8
3434,470.4
3435,291.72
3436,57.41
3437,40.14
3438,49.73
3439,660.0
3440,405.0
3441,876.0
3442,39.38
3443,282.33
3444,103.33
3445,37.5
3446,75.95
3447,122.65
3448,160.0
3449,34.74
3450,837.6
3451,381.04
3452,82.67
3453,814.3
3454,576.95
3455,481.06
3456,414.7
3457,37.5
3458,23.15
3459,30.67
3460,649.0
3461,738.1
3462,52.81
3463,234.0
3464,42.63
3465,70.29
3466,315.69
3467,291.16
3468,654.87
3469,94.22
3470,370.29
3471,39.17
3472,37.43
3473,32.3
3474,751.2
3475,54.72
3476,31.43
3477,66.11
3478,37.31
3479,356.4
3480,963.83
3481,66.25
3482,326.33
3483,384.0
3484,853.33
3485,77.37
3486,83.2
3487,22.82
3488,169.32
3489,927.3
3490,13.33
3491,48.44
3492,48.36
3493,771.44
3494,60.55
3495,542.67
3496,55.55
3497,61.78
3498,911.17
3499,61.78
3500,42.95
3501,540.0
3502,192.0
3503,49.3
3504,42.5
3505,34.35
3506,324.0
3507,36.32
3508,34.9
3509,128.0
3510,55.0
3511,83.33
3512,24.0
3513,369.6
3514,791.08
3515,65.31
3516,823.0
3517,56.0
3518,672.54
3519,348.48
3520,27.22
3521,45.52
3522,771.44
3523,26.87
3524,284.4
3525,38.33
3526,25.29
3527,480.0
3528,42.0
3529,253.85
3530,57.74
3531,65.28
3532,125.72
3533,33.73
3534,475.0
3535,92.33
3536,46.7
3537,41.62
3538,34.11
3539,74.07
3540,71.67
3541,400.2
3542,209.44
3543,48.85
3544,955.17
3545,34.0
3546,562.85
3547,26.31
3548,48.49
3549,83.33
3550,57.41
3551,37.36
3552,38.03
3553,35.55
3554,540.67
3555,266.67
3556,237.6
3557,71.33
3558,34.85
3559,501.84
3560,26.04
3561,68.89
3562,63.89
3563,232.4
3564,103.33
3565,956.0
3566,439.2
3567,40.66
3568,21.79
3569,32.09
3570,221.85
3571,277.72
3572,399.43
3573,70.0
3574,49.32
3575,280.0
3576,63.33
3577,594.67
3578,49.3
3579,37.31
3580,63.94
3581,664.0
3582,237.6
3583,40.0
3584,32.25
3585,462.0
3586,35.11
3587,230.0
3588,89.16
3589,33.74
3590,59.25
3591,106.5
3592,621.44
3593,88.55
3594,49.3
3595,775.2
3596,33.33
3597,36.13
3598,590.87
3599,37.0
3600,23.0
3601,75.33
3602,428.23
3603,152.38
3604,85.39
3605,403.33
3606,390.0
3607,70.84
3608,84.78
3609,634.3
3610,72.84
3611,75.95
3612,60.0
3613,289.2
3614,136.0
3615,43.31
3616,468.42
3617,721.42
3618,85.39
3619,51.05
3620,223.0
3621,44.53
3622,276.32
3623,574.86
3624,23.73
3625,361.85
3626,44.2
3627,48.45
3628,371.02
3629,30.4
3630,53.33
3631,1178.6
3632,57.78
3633,264.0
3634,282.15
3635,353.43
3636,74.67
3637,32.58
3638,35.33
3639,30.1
3640,13.33
3641,349.72
3642,368.4
3643,56.66
3644,736.67
3645,34.74
3646,75.26
3647,207.53
3648,213.72
3649,308.0
3650,68.42
3651,498.52
3652,31.33
3653,33.15
3654,373.33
3655,923.08
3656,198.9
3657,152.38
3658,408.32
3659,32.74
3660,54.56
3661,32.35
3662,70.29
3663,60.85
3664,1101.0
3665,35.73
3666,91.67
3667,936.83
3668,323.66
3669,251.6
3670,52.0
3671,17.0
3672,34.27
3673,79.91
3674,38.06
3675,67.19
3676,491.34
3677,90.0
3678,43.26
3679,51.67
3680,62.39
3681,29.07
3682,1230.98
3683,43.33
3684,45.16
3685,30.67
3686,52.0
3687,266.5
3688,24.0
3689,152.5
3690,40.53
3691,35.7
3692,371.58
3693,432.0
3694,600.42
3695,70.83
3696,56.21
3697,55.83
3698,55.83
3699,47.44
3700,776.0
3701,35.25
3702,65.31
3703,37.4
3704,43.31
3705,52.38
3706,252.8
3707,462.4
3708,432.0
3709,59.37
3710,29.75
3711,273.6
3712,328.4
3713,31.87
3714,26.04
3715,586.81
3716,378.4
3717,64.0
3718,35.7
3719,32.84
3720,24.93
3721,36.67
3722,26.67
3723,674.17
3724,360.0
3725,595.2
3726,33.0
3727,390.0
3728,555.39
3729,34.74
3730,34.89
3731,247.0
3732,62.39
3733,47.18
3734,31.35
3735,570.0
3736,16.8
3737,12.8
3738,49.3
3739,633.0
3740,45.2
3741,237.6
3742,273.68
3743,50.0
3744,1047.64
3745,400.01
3746,171.43
3747,58.98
3748,30.95
3749,858.0
3750,69.33
3751,60.21
3752,279.0
3753,37.36
3754,554.37
3755,78.42
3756,34.65
3757,81.62
3758,65.28
3759,24.93
3760,572.0
3761,473.62
3762,48.45
3763,55.0
3764,65.28
3765,46.67
3766,338.79
3767,259.05
3768,45.4
3769,194.29
3770,83.33
3771,30.67
3772,32.67
3773,93.33
3774,26.4
3775,21.25
3776,155.43
3777,217.15
3778,93.33
3779,20.8
3780,32.55
3781,49.73
3782,537.63
3783,228.58
3784,42.18
3785,38.36
3786,91.43
3787,68.33
3788,1203.4
3789,32.25
3790,44.67
3791,352.96
3792,907.5
3793,58.03
3794,428.16
3795,46.0
3796,584.56
3797,62.39
3798,277.2
3799,29.21
3800,1068.83
3801,49.3
3802,284.15
3803,43.65
3804,627.8
3805,11.9
3806,525.0
3807,38.15
3808,365.77
3809,38.42
3810,33.31
3811,63.94
3812,57.67
3813,554.4
3814,664.3
3815,710.42
3816,94.22
3817,29.28
3818,368.8
3819,23.0
3820,355.33
3821,644.0
3822,401.6
3823,485.73
3824,297.0
3825,29.46
3826,39.95
3827,29.46
3828,34.65
3829,57.74
3830,24.25
3831,54.67
3832,95.0
3833,86.67
3834,279.95
3835,43.86
3836,16.8
3837,49.73
3838,58.75
3839,28.31
3840,89.16
3841,70.83
3842,261.25
3843,43.7
3844,49.33
3845,48.85
3846,501.0
3847,493.17
3848,362.21
3849,39.29
3850,555.28
3851,43.41
3852,60.55
3853,27.83
3854,1100.02
3855,959.2
3856,40.0
3857,629.0
3858,13.6
3859,72.35
3860,24.0
3861,61.56
3862,30.9
3863,733.33
3864,51.11
3865,32.83
3866,295.72
3867,50.94
3868,275.83
3869,34.0
3870,71.05
3871,54.74
3872,94.83
3873,74.35
3874,622.67
3875,50.1
3876,39.44
3877,24.0
3878,34.67
3879,50.1
3880,32.74
3881,624.0
3882,36.0
3883,666.47
3884,1100.02
3885,76.8
3886,27.55
3887,1131.0
3888,50.03
3889,25.29
3890,348.96
3891,20.8
3892,32.58
3893,45.9
3894,42.59
3895,634.3
3896,42.5
3897,34.71
3898,61.56
3899,53.48
3900,63.44
3901,87.28
3902,39.75
3903,70.0
3904,160.4
3905,229.5
3906,71.33
3907,43.89
3908,70.83
3909,337.6
3910,78.67
3911,73.61
3912,295.08
3913,37.5
3914,293.33
3915,262.29
3916,62.5
3917,85.39
3918,58.75
3919,55.4
3920,298.29
3921,41.0
3922,102.86
3923,1006.5
3924,48.0
3925,30.63
3926,472.08
3927,36.51
3928,310.86
3929,566.0
3930,36.8
3931,77.22
3932,491.72
3933,40.0
3934,30.4
3935,741.67
3936,1107.0
3937,73.15
3938,33.5
3939,26.4
3940,966.9
3941,280.5
3942,31.68
3943,60.56
3944,24.69
3945,65.28
3946,43.41
3947,50.1
3948,49.7
3949,54.26
3950,454.52
3951,383.33
3952,75.26
3953,43.65
3954,266.67
3955,770.0
3956,31.68
3957,55.0
3958,532.48
3959,593.6
3960,851.2
3961,38.33
3962,37.97
3963,221.85
3964,560.45
3965,53.0
3966,343.2
3967,1021.0
3968,19.56
3969,69.06
3970,35.09
3971,66.66
3972,62.5
3973,31.16
3974,47.0
3975,75.26
3976,47.54
3977,63.44
3978,51.11
3979,663.52
3980,32.7
3981,68.05
3982,41.44
3983,228.58
3984,43.0
3985,838.11
3986,37.3
3987,39.67
3988,905.52
3989,29.46
3990,42.24
3991,739.2
3992,62.0
3993,64.0
3994,349.14
3995,32.83
3996,29.07
3997,52.7
3998,45.52
3999,47.2
4000,53.48
4001,87.28
4002,291.13
4003,36.5
4004,177.41
4005,33.33
4006,57.78
4007,29.09
4008,542.4
4009,24.73
4010,37.3
4011,42.67
4012,525.0
4013,268.18
4014,360.65
4015,422.43
4016,171.6
4017,682.18
4018,41.6
4019,792.87
4020,45.4
4021,403.7
4022,450.01
4023,318.86
4024,81.62
4025,198.1
4026,691.44
4027,62.13
4028,27.24
4029,62.67
4030,65.31
4031,85.39
4032,420.0
4033,57.67
4034,38.0
4035,770.0
4036,62.5
4037,71.67
4038,65.29
4039,89.16
4040,496.47
4041,67.19
4042,51.11
4043,452.88
4044,372.86
4045,52.0
4046,74.67
4047,11.0
4048,60.85
4049,48.05
4050,302.8
4051,548.0
4052,788.7
4053,30.4
4054,50.03
4055,34.71
4056,270.6
4057,598.2
4058,62.0
4059,52.38
4060,240.0
4061,68.89
4062,43.89
4063,65.0
4064,72.0
4065,37.5
4066,136.0
4067,483.12
4068,31.03
4069,181.33
4070,81.0
4071,345.0
4072,71.05
4073,882.75
4074,460.17
4075,160.0
4076,19.0
4077,510.6
4078,76.32
4079,79.48
4080,420.0
4081,497.89
4082,40.0
4083,68.13
4084,44.61
4085,854.0
4086,93.33
4087,20.0
4088,566.94
4089,563.8
4090,61.07
4091,79.73
4092,27.0
4093,29.46
4094,240.24
4095,68.42
4096,843.33
4097,301.67
4098,76.8
4099,35.0
4100,77.84
4101,74.21
4102,361.33
4103,51.91
4104,62.13
4105,214.67
4106,53.68
4107,691.53
4108,128.48
4109,458.04
4110,18.0
4111,25.0
4112,26.31
4113,501.0
4114,32.67
4115,98.0
4116,448.8
4117,41.89
4118,24.76
4119,38.0
4120,564.57
4121,222.64
4122,77.33
4123,78.4
4124,557.94
4125,82.89
4126,37.28
4127,34.11
